id,reference,generated,rouge1,rouge2,rougeL
news-50374753,হংকং-এ সোমবার সহিংস বিক্ষোভের সময় একজনের গায়ে আগুন ধরিয়ে দেয়া এবং আরেকজনকে পুলিশের খুব কাছে থেকে গুলি করার ঘটনা ঘটেছে।,"হংকং-এর বিক্ষোভের মধ্যে এক ব্যক্তির দেহে দাহ্য তরল পদার্থ ঢেলে দেয়ার পর তার গায়ে আগুন ধরিয়ে দেয়া হয়েছে। এই ঘটনার ভিডিও ফুটেজ অনলাইনে ছড়িয়ে পড়েছে। একই সময়ে, এক বিক্ষোভকারীর ওপর পুলিশের গুলির ঘটনাটি ঘটে সোমবার সকালবেলা। গুলিবিদ্ধ লোকটিকে পরে হাসপাতালে নেয়া হয় এবং তার দেহে অস্ত্রোপচার করা হয়েছে। ডাক্তাররা জানিয়েছেন যে তার জীবনাশংকা নেই।",23.68,8.11,18.42
news-44191482,"ভারতের সরকার দেড় বছর আগে পাঁচশো আর একহাজার রুপির নোট রাতারাতি বাতিল করে দিয়েছিল। দুর্নীতি আর কালোটাকা ঠেকানোর পাশাপাশি তাদের অন্যতম উদ্দেশ্য ছিল, ভারতকে একটি ক্যাশ লেস বা নগদ টাকাহীন সমাজে পরিবর্তিত করা। সেই উদ্দেশ্য কতটা সফল হচ্ছে?","ভারতের প্রধানমন্ত্রী নরেন্দ্র মোদি দেশকে নগদ টাকা মুক্ত করতে চান। ভারতের অর্থমন্ত্রী অরুণ জেটলি বলেছেন, ভারতের অর্থনীতি ব্যাপকভাবে নগদ টাকার ওপর নির্ভরশীল। কিন্তু সেই চিত্র পাল্টানো দরকার। ভারতের অন্যতম উদ্দেশ্য ছিল সেটাই। ভারতের অর্থনীতি ব্যাপকভাবে নগদ টাকার ওপর নির্ভরশীল। কিন্তু সেই চিত্র পাল্টানো দরকার। ভারতের অন্যতম উদ্দেশ্য ছিল সেটাই।",16.09,4.71,16.09
news-50820202,পাকিস্তানের সাবেক সামরিক শাসক জেনারেল পারভেজ মুশাররফের মৃত্যুদণ্ডাদেশ দিয়েছে ইসলামাবাদের একটি বিশেষ আদালত।,পাকিস্তানের সাবেক সামরিক শাসক পারভেজ মুশাররফকে রাষ্ট্রদ্রোহের দায়ে মৃত্যুদণ্ড দিয়েছে একটি পাকিস্তানি আদালত। ২০০৭ সালে সংবিধান স্থগিত করার জন্য তার বিরুদ্ধে এই মামলা করা হয়েছিল। জেনারেল মুশাররফ বর্তমানে দুবাইতে অবস্থান করছেন। ২০০৮ সালে ক্ষমতা ছেড়ে দেয়ার পর থেকে তিনি পাকিস্তানে ফিরেননি।,33.33,11.54,29.63
news-57218029,বঙ্গোপসাগরে তৈরি হওয়া লঘুচাপটি আরও ঘনীভূত হয়ে এখন সুস্পষ্ট লঘুচাপে পরিণত হয়েছে বলে বাংলাদেশের আবহাওয়া অধিদপ্তর বলছে। রোববার রাতে সেটি নিম্নচাপে পরিণত হবে বলে তারা ধারণা করছেন।,"বঙ্গোপসাগরে একটি লঘুচাপ তৈরি হয়েছে। বাংলাদেশের চারটি সমুদ্রবন্দরকে এক নম্বর সতর্ক সংকেত দেখাতে বলা হয়েছে। আবহাওয়া অধিদপ্তর জানিয়েছে, লঘুচাপটি বুধবারের মধ্যে ঘূর্ণিঝড়ে পরিণত হতে পারে। এটি বাংলাদেশের উপকূলের দিকে এগিয়ে আসতে পারে।",27.12,3.51,23.73
news-53128363,বিশিষ্ট অর্থনীতিবিদ জেফ্রি স্যাক্স বলেছেন আমেরিকা ও চীনের মধ্যে একটা শীতল যুদ্ধ যেভাবে ঘনিয়ে উঠছে সেটা করোনাভাইরাসের চেয়ে বিশ্বের জন্য বড় উদ্বেগের কারণ।,"করোনাভাইরাস মহামারির পর বিশ্ব নেতৃত্বহীনতার দিকে এগিয়ে যাচ্ছে বলে মনে করেন অর্থনীতিবিদ জেফ্রি স্যাক্স। তিনি বিবিসিকে বলেছেন, আমেরিকা ও চীনের মধ্যে মতপার্থক্য পরিস্থিতিকে আরও খারাপ করে তুলবে। তিনি বলেছেন, আমেরিকা চীনের সাথে একটি নতুন শীতল যুদ্ধের পরিস্থিতি তৈরি করতে চাইছে, যা বিশ্বকে গভীর মতবিরোধ ও বিপজ্জনক পরিস্থিতিতে নিয়ে যেতে পারে। এই উত্তেজনাপূর্ণ পরিস্থিতিতে চীন ও আমেরিকার মধ্যে বাণিজ্য, রাজনৈতিক ও সামরিক বিষয়ে উত্তেজনা বাড়ছে।",20.69,14.12,20.69
news-47382091,ইন্দোনেশিয়ার একটি অবৈধ স্বর্ণখনিতে ভূমিধ্বসে অন্তত ৬০ জনের প্রাণহাণি হয়েছে বলে আশঙ্কা করা হচ্ছে।,"ইন্দোনেশিয়ার সুলাওয়েসি দ্বীপের বোলাং মোঙ্গোন্দো এলাকায় একটি অবৈধ স্বর্ণের খনিতে ভূমিধসে অন্তত ৬০ জন কবলিত হয়েছে। ইন্দোনেশিয়ার দুর্যোগ কর্তৃপক্ষ জানিয়েছে, বুধবার ভোর পর্যন্ত একজনের মৃতদেহ উদ্ধার করা গেছে এবং অন্তত ১৩ জনকে জীবিত উদ্ধার করা হয়েছে। ইন্দোনেশিয়ায় ছোট পরিসরে স্বর্ণের খনির কাজ করা নিষিদ্ধ হলেও গ্রামের বিভিন্ন জায়গায় ব্যাপক পরিমানে এ ধরণের খনির প্রচলন রয়েছে।",20.29,5.97,20.29
news-52266714,করোনাভাইরাসের কারণে বিশ্ব জুড়ে লকডাউন পরিস্থিতির করণে জ্বালানি তেলের চাহিদা ও দাম কমে যাওয়ায় বিশ্বের তেল রপ্তানিকারক দেশগুলোর সংগঠন ওপেক এবং রাশিয়াসহ এর সহযোগী দেশসমূহ উৎপাদন ১০ শতাংশ কমিয়ে আনতে একমত হয়েছে।,"করোনাভাইরাস মহামারি ও তেল বাজারে যুদ্ধের কারণে বিশ্বব্যাপী তেলের চাহিদা কমে যাওয়ায় তেলের দাম অস্বাভাবিকভাবে কমে গেছে। এর মধ্যে ওপেক সদস্য দেশগুলো তেলের উৎপাদন কমানোর জন্য একটি চুক্তিতে পৌঁছেছে। এই চুক্তির মাধ্যমে তারা তেলের উৎপাদন ৯.৭ মিলিয়ন ব্যারেল কমাবে। এটি হবে ইতিহাসের সবচেয়ে বড় কাট। এই সিদ্ধান্ত পয়লা মে থেকে কার্যকর হবে। রোববার ভিডিও কনফারেন্সের মাধ্যমে এই চুক্তি স্বাক্ষরিত হয়। এর আগে বৃহস্পতিবার ভিডিও কনফারেন্সে ওপেক প্লাস দেশগুলো এই চুক্তির পরিকল্পনা জানায়, কিন্তু মেক্সিকো এতে ভেটো দেয়। এখন পর্যন্ত ওপেক এই চুক্তির বিষয়ে কোনো ঘোষণা দেয়নি, তবে সদস্য দেশগুলোর অনেকেই আলাদাভাবে এই বিষয়টি নিশ্চিত করেছে। এই চুক্তি অনুযায়ী, ওপেক ও এর সহযোগী দেশগুলো তেলের উৎপাদন দিনে ৯.৭ মিলিয়ন ব্যারেল কমাবে। সোমবার এশিয়ার বাজারে তেলের দাম ব্যারেল প্রতি এক ডলার বেড়েছে। হালকা অপরিশোধিত তেলের দাম ব্যারেল প্রতি প্রায় ৩৩ মার্কিন ডলারে উঠেছে, আর মার্কিন বাজারে ব্যারেল প্রতি ২৪.১৫ ডলারে উঠেছে দাম। যুক্তরাষ্ট্রের প্রেসিডেন্ট ডোনাল্ড ট্রাম্প ও কুয়েতের জ্বালানি মন্ত্রী ডা. খালেদ আলী মোহাম্মেদ আল-ফাদহেল টুইট করে চুক্তির বিষয়ে জানিয়েছেন। সৌদি জ্বালানি মন্ত্রণালয় ও রাশিয়ার রাষ্ট্রীয় সংবাদ সংস্থা তাস রোববার ভিন্নভাবে চুক্তির খবর নিশ্চিত করেছে। ডা. আল-ফাদহেল টুইটে বলেছেন, ""আল্লাহর অসীম রহমতে শুক্রবার রাত থেকে চলা আলোচনার পরে, আমরা এখন একটি ঐতিহাসিক চুক্তিতে সম্মত হয়েছি। আগামী মে মাসের প্রথম দিন থেকে ওপেক প্লাসভুক্ত দেশগুলো দৈনিক প্রায় এক কোটি ব্যারেল কম তেল উৎপাদন করবে।""",11.29,2.44,8.06
news-54681947,জাতিসংঘের গুরুত্বপূর্ণ পরমাণু অস্ত্র নিষেধাজ্ঞা চুক্তিতে পঞ্চাশতম দেশ হিসাবে চূড়ান্ত অনুমোদন দিয়েছে হন্ডুরাস। এর ফলে আগামী নব্বই দিন পর এই চুক্তি কার্যকর হবে।,"জাতিসংঘের নতুন চুক্তি অনুযায়ী, পারমাণবিক অস্ত্র তৈরি, পরীক্ষা, উৎপাদন, ক্রয় বা সংগ্রহ করা নিষিদ্ধ করা হয়েছে। এই চুক্তিতে স্বাক্ষরকারী দেশগুলো ঘোষণা করেছে যে তারা কখনই পারমাণবিক অস্ত্র বা অন্যান্য পারমাণবিক বিস্ফোরক সরঞ্জাম তৈরি, পরীক্ষা, উৎপাদন, ক্রয় বা সংগ্রহ করবে না এবং নিজেরা এধরনের অস্ত্রের মালিক হবে না এবং তা মজুতও করবে না। এই চুক্তির আওতায়, পারমাণবিক অস্ত্রের ব্যবহার বা অস্ত্র ব্যবহারের হুমকি দেয়া নিষিদ্ধ করা হয়েছে।",13.48,0.0,8.99
news-42984853,জিয়া অরফানেজ ট্রাস্ট দুর্নীতি মামলায় বিএনপি চেয়ারপার্সন খালেদা জিয়াকে ৫ বছরের কারাদণ্ড দিয়েছে বিশেষ আদালত।,"বিএনপি চেয়ারপার্সন খালেদা জিয়াকে পাঁচ বছরের কারাদণ্ড দেয়া হয়েছে। জাতীয় নির্বাচনের আগে এই রায় এলো। বিএনপির নির্বাচনী কৌশলে এর কী প্রভাব পড়বে? রাজনৈতিক বিশ্লেষকরা বলছেন, খালেদা জিয়ার অনুপস্থিতিতে দল কিভাবে চলবে সে নিয়ে বিএনপি পূর্বপ্রস্তুতি নিয়েছে। তারা মনে করেন, খালেদা জিয়ার কারাবাস বিএনপির জন্য বড় সঙ্কট হলেও তারা এটি কাটিয়ে উঠতে পারবে। বিশ্লেষকরা আরও বলছেন, খালেদা জিয়াকে কারাগারে পাঠানোর ফলে সরকারের জন্য নির্বাচনে লাভজনক পরিস্থিতি তৈরি হবে না।",14.46,9.88,14.46
news-53817468,অনেকটা হঠাৎ করেই বাংলাদেশ সফরে এসেছেন ভারতের পররাষ্ট্রসচিব হর্ষ বর্ধন শ্রিংলা।,"করোনাভাইরাস মহামারির মধ্যে ভারতের পররাষ্ট্র সচিব হর্ষ বর্ধন শ্রিংলা বাংলাদেশে একদিনের সফরে আসছেন। তিনি বাংলাদেশের পররাষ্ট্র সচিবের সাথে বৈঠকের পাশাপাশি প্রধানমন্ত্রী শেখ হাসিনার সাথে দেখা করবেন। এই সফরে করোনাভাইরাস পরিস্থিতি সামলানো এবং টিকার বিষয়ে ভারতের সহযোগিতা নিয়ে আলোচনা হতে পারে। ভারত বাংলাদেশের সাথে তাদের সম্পর্ককে আরও গভীর করতে চায়, বিশেষ করে চীন ও পাকিস্তানের সাথে বাংলাদেশের সম্পর্ক বৃদ্ধির পরিপ্রেক্ষিতে। এই সফরটিকে বিশেষভাবে গুরুত্বপূর্ণ বলে মনে করা হচ্ছে, কারণ এটি দুই দেশের মধ্যে সহযোগিতা বাড়ানোর জন্য একটি গুরুত্বপূর্ণ পদক্ষেপ হতে পারে।",10.99,4.49,8.79
55882684,"মিয়ানমারের সামরিক বাহিনী নিশ্চিত করেছে যে, সকালে অং সান সু চি এবং অন্য রাজনৈতিক নেতাদের গ্রেফতার করার পর তারা দেশটির নিয়ন্ত্রণ নিয়েছে।","মিয়ানমারে সামরিক অভ্যুত্থান হয়েছে। বেসামরিক সরকারের নেতা অং সান সু চিকে গ্রেফতার করা হয়েছে। সামরিক বাহিনী জানিয়েছে, দেশটিতে এক বছরের জরুরী অবস্থা জারি করা হয়েছে। এদিকে রাজধানী নেপিডো এবং প্রধান শহর ইয়াঙ্গনের রাস্তায় সেনাবাহিনী টহল দিচ্ছে। প্রধান প্রধান শহরগুলোতে মোবাইল ইন্টারনেট এবং কিছে টেলিফোন সংযোগ বিচ্ছিন্ন রয়েছে। রাষ্ট্রীয় সম্প্রচার মাধ্যম এমআরটিভি জানিয়েছে যে তারা কিছু কারিগরি সমস্যার মুখে পড়েছে এবং তাদের সম্প্রচার বন্ধ রয়েছে।",20.93,7.14,13.95
news-46045694,ইন্দোনেশিয়ার বিধ্বস্ত লায়ন এয়ার বিমান ও তার আরোহীদের খোঁজে জাভা সাগর চষে বেড়াচ্ছেন উদ্ধারকারীরা।,"ইন্দোনেশিয়ার জাভা সাগরে লায়ন এয়ারের একটি বিমান বিধ্বস্ত হওয়ার পর উদ্ধারকারীরা বিমানের কিছু ধ্বংসাবশেষ এবং যাত্রীদের ব্যক্তিগত জিনিসপত্র উদ্ধার করেছেন। উদ্ধার করা জিনিসপত্রের মধ্যে একটি মোবাইল ফোনের কেস ছিল, যার উপরে এক দম্পতির একটি ছবি ছাপানো ছিল। এই ছবিটি সোশাল মিডিয়াতে ভাইরাল হয়েছে, কিন্তু দম্পতির মুখ দেখা যাচ্ছে না, তাই তাদের পরিচয় নিশ্চিত করা সম্ভব হয়নি।",17.14,0.0,11.43
news-56713767,"ইসলামী শিক্ষাবিদ এবং যুক্তরাজ্যের জাতীয় স্বাস্থ্য সেবা বিভাগ বলছে, রমজানের সময়ে রোজা থাকলেও মুসলমানদের টিকা নেয়া থেকে বিরত থাকা উচিত হবে না।","করোনাভাইরাস মহামারির মধ্যে রমজান এলে মুসলিম সম্প্রদায়ে একটি প্রশ্ন উঠেছে, রোজা রেখে টিকা নেয়া যাবে কিনা। বাংলাদেশের ইসলামিক ফাউন্ডেশন জানিয়েছে, রোজা রেখে করোনাভাইরাসের টিকা নিতে কোন সমস্যা নেই। ইসলামিক ফাউন্ডেশনের একটি বিজ্ঞপ্তিতে বলা হয়েছে, করোনাভাইরাসের টিকা মাংসপেশিতে গ্রহণ করা হয় এবং তা সরাসরি খাদ্যনালী বা পাকস্থলীতে প্রবেশ করে না। যুক্তরাজ্যের লিডসের একজন ইমাম বলছেন, টিকা যেহেতু পেশীতে দেয়া হয়, রক্তের শিরায় যায় না, এটি পুষ্টিকর কিছু নয়, সুতরাং টিকা নিলে রোজা ভঙ্গ হবে না।",14.58,4.26,10.42
news-50633760,"বাংলাদেশে পার্বত্য চুক্তির ২২ বছর পার হলেও তিন পার্বত্য জেলায় সংঘাত, অস্থিরতা বেড়েই চলেছে বলে সংশ্লিষ্ট সব পক্ষ স্বীকার করেছেন।","১৯৯৭ সালের ২রা ডিসেম্বর শেখ হাসিনার নেতৃত্বাধীন আওয়ামী লীগ সরকারের সাথে সন্তু লারমার নেতৃত্বাধীন জন সংহতি সমিতির মধ্যে এই শান্তি চুক্তিটি হয়েছিল। এই চুক্তির মাধ্যমে রক্তক্ষয়ী সংঘর্ষের অবসান হয়েছিল। পাহাড়ে তার একটা ইতিবাচক প্রভাবও পড়তে শুরু করেছিল। কিন্তু অল্প সময়ের মধ্যেই সেই চুক্তি বাস্তবায়ন নিয়ে প্রশ্ন উঠতে শুরু করে। গত ২২ বছরে এসব প্রশ্ন আর অভিযোগের পাল্লা ভারি হয়েছে। পার্বত্য তিন জেলায় জমির মালিকানা নিয়ে সমস্যাকে পাহাড়িদের পক্ষ থেকে সবচেয়ে বড় সমস্যা হিসেবে দেখা হয়, এর সমাধানে সরকারের সদিচ্ছা নিয়ে পাহাড়িদের সংগঠনগুলোর প্রশ্ন রয়েছে। রাঙামাটি থেকে একজন মানবাধিকার কর্মী টুকু তালুকদার বলছেন, বিভিন্ন গোষ্ঠীর অনেক রকম স্বার্থ তৈরি হয়েছে, সেজন্য সংকট বেড়েই চলেছে।",13.01,1.65,9.76
news-53324321,সম্প্রতি ইরানের বেশ কয়েকটি স্পর্শকাতর ও গুরুত্বপূর্ণ স্থাপনায় বিস্ফোরণ ও অগ্নিকাণ্ডের ঘটনা ঘটেছে। এসব স্থাপনার একটি নাতাঞ্জ পরমাণু কেন্দ্র। এসব ঘটনা কি নিছক দুর্ঘটনা নাকি নাশকতা? এই প্রতিবেদনটি লিখেছেন বিবিসির পার্সিয়ান বিভাগের সাংবাদিক জিয়ার গোল।,"ইরানের নাতাঞ্জ পরমাণু কেন্দ্রে একটি অজ্ঞাত গোষ্ঠী ""হোমল্যান্ড চিতাস"" নামের একটি ইমেইল পাঠিয়েছে যে তারা সেখানে হামলা চালিয়েছে। ইমেইলে বলা হয়েছে যে তারা একটি স্থাপনা ধ্বংস করেছে, যা ইরান সরকার গোপন করতে পারবে না। ইরানের পরমাণু শক্তি সংস্থা ঘোষণা করেছে যে নাতাঞ্জ পরমাণু কেন্দ্রে ""একটি ঘটনা"" ঘটেছে, কিন্তু তারা এটিকে ""নাশকতামূলক কাজ"" হিসেবে প্রত্যাখ্যান করেছে। নাসার স্যাটেলাইট থেকে তোলা ছবিতে দেখা যায় যে রাত ২টা ০৬ মিনিটে নাতাঞ্জে অগ্নিকাণ্ডের ঘটনা ঘটেছে।",15.09,5.77,9.43
news-54718038,"ঢাকায় ভারতীয় হাইকমিশনের ভেরিফায়েড ফেসবুক পাতায় ''মা ইলিশ রক্ষায় যৌথ সামুদ্রিক সহযোগিতা'' শিরোনামে একটি পোস্ট দিয়ে জানানো হয়েছে, আন্তর্জাতিক জলসীমার কাছাকাছি অবস্থানরত সমস্ত ভারতীয় মাছধরা নৌকাকে ভারতীয় সীমানার দিকে পাঠানো হচ্ছে।",বাংলাদেশে ইলিশ মাছ ধরা নিষিদ্ধ থাকলেও ভারতীয় ও মিয়ানমারের জেলেরা বাংলাদেশের জলসীমায় ইলিশ ধরছে বলে অভিযোগ করা হচ্ছে। এই অভিযোগের প্রেক্ষিতে ভারতীয় কোস্ট গার্ড আন্তর্জাতিক জলসীমার কাছাকাছি ভারতীয় মাছধরা নৌকা সরাতে নজরদারি বৃদ্ধি করছে। বাংলাদেশে গত ১৪ই অক্টোবর থেকে পরবর্তী ২২ দিনের জন্য ইলিশ মাছ ধরা নিষিদ্ধ রয়েছে।,22.78,7.79,17.72
news-55821540,বাংলাদেশের সম্প্রতি দুর্নীতি দমন কমিশনের করা এক মামলার তদন্তে মূল আসামীর নাম ও বাবার নামের সাথে মিল থাকায় অভিযুক্ত করা হয় আরেক ব্যক্তিকে।,"বাংলাদেশে বিনা দোষে কারাদণ্ড ভোগ করার নজির রয়েছে। দুর্নীতি দমন কমিশনের তদন্ত নিয়ে একজন ব্যক্তির অভিযোগ প্রমাণিত না হলে তার ১৫ বছরের কারাদণ্ড হতে পারতো। সাম্প্রতিক সময়ে এরকম একটি আলোচিত মামলা ছিল জাহালমের ঘটনাটি, যিনি দুর্নীতি দমন কমিশনের ভুল তদন্ত এবং এক ব্যাংক কর্মকর্তার ভুল সাক্ষ্যের কারণে তিন বছর কারাদণ্ড ভোগ করেন। পরে মানবাধিকার কমিশনের তদন্তে বেরিয়ে আসে যে জাহালম নিরপরাধ। বাংলাদেশে সাম্প্রতিক সময়ে বিনা অপরাধে কারাভোগ করার কয়েকটি আলোচিত ঘটনা তুলে ধরা হলো এই প্রতিবেদনে। বিনা অপরাধে ১৩ বছর কারাভোগ, অত:পর মৃত্যু দু'হাজার তিন সালে সাতক্ষীরায় দু'জন পুলিশ কর্মকর্তা হত্যা মামলায় অভিযুক্তদের মধ্যে ছিলেন ওবায়দুর রহমান, যিনি আবেদ আলী হিসেবে বেশি পরিচিত। ২০০৬ সালে আদালত ঐ মামলায় আবেদ আলীসহ আরো দু'জনকে মৃত্যুদণ্ড দেন। এরপর ২০১১ সালে হাইকোর্ট নিম্ন আদালতের রায় বাতিল করে এবং আবেদ আলীকে খালাস দেয়। কিন্তু উচ্চ আদালত খালাস দিলেও রাষ্ট্র পক্ষ সুপ্রিম কোর্টে আপিল করে। এভাবে বিনা অপরাধে কারাভোগ করার ঘটনা বাংলাদেশে এখনো চলছে।",5.71,2.31,5.71
news-39629893,বাংলাদেশে ক্ষমতাসীন আওয়ামী লীগের মধ্যে সুবিধাবাদীদের অনুপ্রবেশ নিয়ে বেশ কিছুদিন ধরে বিতর্ক হচ্ছে।,"আওয়ামী লীগের মাঠ পর্যায়ের নেতারা মনে করেন, বিভিন্ন দল থেকে যোগ দেয়া লোকজন একটি সুবিধাবাদী গোষ্ঠী তৈরি করায় ত্যাগী নেতা-কর্মিরা দলে কোণঠাসা হয়ে পড়ছে। সম্প্রতি দলের সাধারণ সম্পাদক ওবায়দুল কাদের দলে 'নব্য সুবিধাবাদী' আওয়ামী লীগারদের 'কাউয়া' এবং 'ফার্মের মুরগি'র সাথে তুলনা করেছেন। আওয়ামী লীগের মহানগর শাখার সভাপতি শফিউর রহমান বলেছেন, সুবিধাবাদীদের দাপটের কাছে তিনি নিজেও একজন ভুক্তভোগী।",8.33,2.86,8.33
news-47050043,"কাগজের ব্যাগের জনপ্রিয়তা ছিল মার্কিন যুক্তরাষ্ট্রে, কিন্তু ১৯৭০ এর পর আরো টেকসই উপাদান হিসেবে প্লাস্টিকের ব্যবহার শুরুর পর থেকে সেগুলো তার জায়গা হারিয়ে ফেলে।",প্লাস্টিক ব্যাগের বদলে কাগজের ব্যাগ ব্যবহার করার পরিবেশগত সুবিধা নিয়ে প্রশ্ন তুলেছে বিবিসি। কাগজের ব্যাগ প্লাস্টিকের ব্যাগের চেয়ে বেশি পরিবেশ বান্ধব কিনা তা নিয়ে প্রশ্ন ওঠে। একটি প্লাস্টিক ব্যাগ উৎপাদনের চেয়ে অন্তত চারগুণ বেশি শক্তি প্রয়োজন একটি কাগজের ব্যাগ তৈরিতে।,12.5,0.0,6.25
news-44269598,বাংলাদেশের বিভিন্ন সরকারি ও বেসরকারি হাসপাতালে মানব কঙ্কাল নিয়ে রমরমা বাণিজ্যের অভিযোগ রয়েছে।,বাংলাদেশে কঙ্কাল ব্যবসায় জড়িত চক্রগুলো কবরস্থান থেকে অবৈধভাবে লাশ উত্তোলন এবং হাসপাতালের বেওয়ারিশ লাশগুলো অবৈধ উপায়ে খালাস করার মাধ্যমে কঙ্কাল সংগ্রহ করে। এসব কঙ্কাল পরে মেডিকেল শিক্ষার্থীদের কাছে বিক্রি করা হয়। এই ব্যবসায় জড়িত ব্যক্তি ও চক্রগুলো প্রায়ই আইনশৃঙ্খলা বাহিনীর হাতে ধরা পড়লেও মূল হোতারা ধরা পড়ে না। কঙ্কাল বেচাকেনার নীতিমালা না থাকায় মেডিকেল শিক্ষার্থীরা অনেক সময় ভোগান্তির মুখে পড়ে।,5.48,0.0,5.48
news-52528916,খাগড়াছড়ির সীমান্তবর্তী নো-ম্যানস ল্যান্ডে এক মাসের বেশি সময় ধরে আটকে থাকা একজন মানসিক ভারসাম্যহীন নারীর নাগরিকত্ব নিয়ে বাংলাদেশ এবং ভারতের মধ্যে পাল্টাপাল্টি দায় চাপানোসহ নানা তৎপরতার পর ওই নারীর পরিচয় পাওয়া গেছে।,"বাংলাদেশ সীমান্তরক্ষী বাহিনী বিজিবি নিশ্চিত করেছে, যে নারীটি সাত বছর ধরে নিখোঁজ ছিলেন তিনি বাংলাদেশি। বিজিবি জানিয়েছে, শাহনাজ পারভিন নামের ওই মানসিক ভারসাম্যহীন নারীর বাড়ি কুড়িগ্রাম জেলার উলিপুর উপজেলার দৈখাওয়ারচর গ্রামে। বিজিবি জানিয়েছে, পরিচয় পাওয়া গেলেও শাহনাজকে ফিরিয়ে নিতে চায়নি তার পরিবার। এই কারণে এখন তাকে ইন্টারন্যাশনাল কমিটি অব রেডক্রস বা আইসিআরসির কাছে হস্তান্তর করে দেয়ার সিদ্ধান্ত নিয়েছে বিজিবি।",17.39,6.67,13.04
news-44445389,আমরা কি হিসাব করে বলতে পারি সারা বিশ্বে প্রতিদিন কত জীবজন্তুর জন্ম হয়?,"বিবিসির 'মোর অর লেস' অনুষ্ঠানে একজন শ্রোতা জিজ্ঞাসা করেছিলেন যে ওজন যত বেশি বংশ বিস্তার তত কম কিনা। অনুষ্ঠানের উপস্থাপক লিজি ম্যাকনিল এই প্রশ্নটির উত্তর খোঁজার চেষ্টা করেছেন। তিনি বলেছেন যে খরগোশের বাচ্চা জন্ম হয় প্রতিদিন গড়ে ১৯ লাখেরও বেশি, কিন্তু তাদের মৃত্যুহার খুব বেশি। অন্যদিকে, হামবোল্ট প্রজাতির পেঙ্গুইনের জন্ম হয় প্রতিদিন গড়ে মাত্র ৪০টি, যা তাদের বিলুপ্তির ঝুঁকিতে ফেলেছে। মুরগির ক্ষেত্রে, প্রতিদিন ছয় কোটি ২০ লাখ মুরগির জন্ম হয়, যা বিশ্বের সবচেয়ে বেশি বংশবৃদ্ধির একটি উদাহরণ।",6.67,2.27,6.67
news-55965015,বাংলাদেশে আজ (রবিবার) থেকে শুরু হতে যাচ্ছে করোনাভাইরাসের গণ-টিকাদান কর্মসূচী। এর অংশ হিসেবে বাংলাদেশের সহস্রাধিক হাসপাতালে টিকা দেয়া হবে ডাক্তার-নার্সসহ সম্মুখসারির কর্মী এবং ৫৫ বছরের বেশি বয়সের নাগরিকদের।,"৭ই ফেব্রুয়ারি থেকে বাংলাদেশের সব জেলা ও উপজেলায় করোনাভাইরাসের টিকা দেয়া শুরু হচ্ছে। গত ২৭শে জানুয়ারি ঢাকার কুর্মিটোলা জেনারেল হাসপাতালে একজন নার্সকে টিকা দেয়ার মাধ্যমে এ কর্মসূচির উদ্বোধন করা হলেও আজ থেকেই মূলত টিকাদান শুরু হচ্ছে। সরকারি হিসাব মতে, প্রথম দিন মন্ত্রীসহ রাষ্ট্রের বেশ কয়েকজন গুরুত্বপূর্ণ ব্যক্তি টিকা নেবেন। টিকা দেয়ার জন্য মোট দুই হাজার ৪০০টি দল কাজ করবে। এর মধ্যে ঢাকার জাতীয় টিকাদান কর্মসূচির স্টোর থেকে টিকার ডোজ কোল্ড চেইনে সংরক্ষণ করে ৬৪টি জেলার বিভিন্ন কেন্দ্র ও প্রতিটি উপজেলা স্বাস্থ্য কমপ্লেক্সে পৌঁছে দেয়া হয়েছে। এর আগে টিকা সংরক্ষণ, টিকা দেয়া, টিকা কেন্দ্র পরিচালনা, টিকার পার্শ্বপ্রতিক্রিয়াসহ সব বিষয়ে স্বাস্থ্যকর্মী, মাঠকর্মী ও স্বেচ্ছাসেবকদের প্রশিক্ষণ দেয়া হয়েছে। বাংলাদেশে দেয়া হচ্ছে ভারতের সেরাম ইন্সটিটিউটে তৈরি অক্সফোর্ড-অ্যাস্ট্রাজেনেকার টিকা।",15.17,1.4,8.28
news-54964908,বাংলাদেশে করোনাভাইরাস সংক্রমণের বিস্তার ঠেকানোর জন্য মাস্ক পরা নিশ্চিত করতে এবার রাজধানী ঢাকায় ভ্রাম্যমাণ আদালত নামানো হচ্ছে।,বাংলাদেশে করোনাভাইরাস সংক্রমণ আবার বাড়ছে। সরকারের পক্ষ থেকে ভ্রাম্যমাণ আদালত পরিচালনার নির্দেশ দেয়ার কথা জানানো হয়েছে। সরকারি হিসাবে দেশে দুই মাসের বেশি সময় ধরে কভিড-১৯ রোগী শনাক্তের সংখ্যা দুই হাজারের অনেক নীচে ছিল। এক সপ্তাহ ধরে শনাক্তের সংখ্যা কিছুটা বাড়তে থাকে। সর্বশেষ গত ২৪ ঘন্টায় শনাক্তের সংখ্যা দুই হাজার ছাড়িয়েছে।,11.76,6.06,11.76
